file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120117_www.cbc.ca_fb2fbf10401b86e2b4a3e896dcdcb805f0219e982383b31112bfe3c0	65.98	52.60	88.51	0.00	0.00	0.00	385	347	50	0	20	16
20120117_www.theglobeandmail.com_dca2e983ade8cad2062e2eec6581452ca813f4e46dd64a09d141c6fa	84.45	88.15	81.05	0.00	0.00	0.00	774	104	181	0	20	25
20120112_www.iol.co.za_90e7e6721be682e0eeaa0fe149743f9903a70d6254096bd7a050f83a	77.97	71.70	85.43	0.00	0.00	0.00	299	118	51	0	0	14
20120117_www.wwltv.com_39defc5e9432230c3fa6895d4f902155e08b7962fe2f5cc0c87f7d6e	80.11	76.13	84.51	0.00	0.00	0.00	453	142	83	0	19	17
20120117_www.wpix.com_04afe7c6a61eacd831ba894e3a88f33664ad60c558e91837eefe23e2	74.56	70.07	79.67	0.00	0.00	0.00	192	82	49	0	0	10
20120117_ibnlive.in.com_d4550f517a2cf8bc5702aa113f5f415d4476ae0ca0898420aa0e5fc6	74.13	64.14	87.81	0.00	0.00	0.00	245	137	34	0	8	9
20120117_www.nzherald.co.nz_ad956db50d001d3ce17d3c6342e808aa1238bd8e8206f01d4812bf72	79.87	76.95	83.03	0.00	0.00	0.00	494	148	101	0	25	27
20120117_www.calgaryherald.com_aa6d5bb9c192dfedf78aaf49cba9647132f8db9f3e4c92f2044f9fc5	89.03	84.94	93.53	0.00	0.00	0.00	795	141	55	0	19	20
20111215_www.google.com_8e4063dc6cfb782088d53af715efdf52447cbd4aa6b8e56060cda6f7	83.04	77.60	89.31	0.00	0.00	0.00	284	82	34	0	10	11
20120112_www.nydailynews.com_5bc94e5c54af59d5708af729a68924bc8fe11ef5ba62e0505efde515	73.89	73.09	74.72	0.00	0.00	0.00	334	123	113	0	11	18
20120112_www.sunderlandecho.com_c306b8c96a9bba70a2a2093dc16cbd8e0890f9f3d2072429d3b8c95a	89.57	87.87	91.33	0.00	0.00	0.00	674	93	64	0	26	26
