file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_www1.rizospastis.gr_082fa9016c2096df4877f57acc73575eeb7f61307349a2e66adb623b	32.04	19.40	92.04	0.00	0.00	0.00	347	1442	30	0	14	6
20120105_www.iatronet.gr_d5cd556d7fa19bb67de03c43848019f43d36c51914e14f3331d35d65	3.72	1.91	79.59	50.00	50.00	50.00	39	2007	10	1	1	1
20120105_www.iatronet.gr_592fa311de7833d5d1ece2963aa544e055bf7a765e7d0414c7c2bc5e	17.49	9.65	93.07	80.00	75.00	85.71	215	2012	16	6	2	1
20120105_www.iatronet.gr_b14375ab46160ef5bfa6ad36b032440f1a35cab51049b090d00c1251	4.10	2.10	79.63	40.00	50.00	33.33	43	2003	11	1	1	2
20120106_www1.rizospastis.gr_e769aa28eac392e0799b29ca6171a3fb529a867e5978ecf9d47e56e1	21.08	12.10	81.57	0.00	0.00	0.00	270	1961	61	0	29	21
20111115_www.express.gr_acb32363b90ee8aed08fb756afea5c8f035162a21dbf9c4d89156667	4.71	2.42	93.99	0.00	0.00	0.00	438	17693	28	0	0	9
20120106_www.tovima.gr_5ccfcd5dc81da74ab6661a16fd7b3de18fc8d15ffaa35b40e3a7dbd0	15.07	8.27	85.07	77.42	85.71	70.59	450	4994	79	12	2	5
20120106_www.madata.gr_7fe67e5cad2bb97f9591b75debb7ab74fb06fff553080d7225b5b28b	30.02	18.10	87.79	6.25	100.00	3.23	798	3610	111	1	0	30
20120106_www.imerisia.gr_5b2ec712d4b755430be0f5536db84e99522b3d723286d2793ea92058	17.20	9.44	96.78	55.32	43.33	76.47	782	7503	26	13	17	4
20111121_www.iatronet.gr_baaba59c87de69c8f4e336e185ed5577afd7b3f3b1fe42b919da955e	25.08	14.42	95.92	80.00	85.71	75.00	376	2231	16	6	1	2
20111125_www.express.gr_a694c95c23d5f13418425bc9c10be8b7f28af890e02ba9df7a8cba0a	7.66	3.99	94.12	0.00	0.00	0.00	736	17705	46	0	0	18
20120105_www.iatronet.gr_23464b6d55853b749a8b1e0be1ba84bf1b0a850621da453dee215dad	12.67	6.79	94.23	80.00	80.00	80.00	147	2018	9	4	1	1
20120106_www2.rizospastis.gr_fe781b3c38a2199759a4bf3cfc2b42a5ac87dad7c530940307653f0b	58.48	42.85	92.06	0.00	0.00	0.00	1148	1531	99	0	36	27
20111202_www.express.gr_f029245942ee5e82f8bb398a4f8e7b4e9489c673f5e13f30816469f0	7.17	3.72	97.31	81.63	76.92	86.96	687	17778	19	20	6	3
20120106_www1.rizospastis.gr_162e8a9f4367a37a089fb00823ec369701b9686069ae530ef7a81455	22.53	12.80	93.84	0.00	0.00	0.00	274	1866	18	0	10	2
20111111_www.express.gr_9477f83c4114b83ec491f8dd605341de29bb64cb0e5b56efa78e03e8	4.20	2.15	95.80	0.00	0.00	0.00	388	17690	17	0	0	5
