file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120112_www.vancouversun.com_a7a143f20a560992ca878cd0e6885e75ff1af630c7f58a543b227fe4	10.16	5.39	88.91	0.00	0.00	0.00	417	7326	52	0	41	18
20120117_www.penguin-news.com_375ac28c560fc04beb3fcc92cb02c1c9e4bec5918d952cf8b9a398b6	22.19	12.55	95.50	50.00	42.86	60.00	212	1477	10	3	4	2
20120117_www.deadlinenews.co.uk_46f85fba84210a9d8297175a51f0a455e02739a8acb325476f397dc9	21.07	11.84	95.30	58.06	50.00	69.23	345	2568	17	9	9	4
20120112_www.irishhealth.com_a361acaac9810b5100c62926d5649a6118027ffb60db7aef06c9df8a	23.62	13.53	93.06	76.19	80.00	72.73	268	1713	20	8	2	3
20120112_www.google.com_5c2af7d81ade24ac0a6d705e205aca59813c67fba804f7b68e2e7455	44.90	29.23	96.81	90.00	90.00	90.00	273	661	9	9	1	1
20111215_www.google.com_8e4063dc6cfb782088d53af715efdf52447cbd4aa6b8e56060cda6f7	53.17	36.56	97.48	95.24	100.00	90.91	310	538	8	10	0	1
20120112_www.cbc.ca_2013ab16a33b8e9a328db6d85e9640d6fdc1f27529f5c142819b392b	18.87	10.45	97.04	90.00	90.00	90.00	328	2810	10	9	1	1
20120117_www.cbc.ca_d280ab600eeced3edfccf6115b9f97c18cfc3e5eaeb1e8a008078b1f	24.17	13.81	96.65	92.68	95.00	90.48	519	3238	18	19	1	2
20120112_www.newsandstar.co.uk_87af71c469ffa03161f85d93769c28c54d8c6685e696c81d02585bf3	20.60	11.53	96.84	78.95	71.43	88.24	399	3063	13	15	6	2
20120117_yourlife.usatoday.com_704d21574d01a67167c1582fb3590fc9497721570a41faaa3567da03	22.53	12.87	90.47	0.00	0.00	0.00	598	4049	63	0	5	16
20120117_www.tgdaily.com_0851f71842f41f2052d882d4156844d3fd5e123efe3982167bd6663e	32.73	19.88	92.59	83.33	83.33	83.33	300	1209	24	10	2	2
20120112_www.winnipegfreepress.com_31beb74ad5cc37754e1d33ec41cd9c4b8cf4c68c52611eb58a5b2a2d	8.79	4.62	91.38	51.85	36.84	87.50	159	3286	15	7	12	1
20111215_lifestyle.myjoyonline.com_b5b6ed9b355b6a6cc165063e69e3751d6d208794a0584ae03c75329e	34.48	21.55	86.24	0.00	0.00	0.00	495	1802	79	0	0	24
20120117_insciences.org_5a38d0d9d1f6c2efa76613a579a1d272a5e049b9a1b335572bddc86f	55.25	38.81	95.84	56.25	45.00	75.00	876	1381	38	9	11	3
20120112_tvnz.co.nz_695629943f191bba92909e10c5c610e6a2926c80af35069ab5185b24	10.36	5.49	92.70	41.67	27.78	83.33	165	2841	13	5	13	1
20120112_www.medicalnewstoday.com_3c7a2b3347ff9a9f376ef57ffccea1eb33898b6064fab71224d80c19	17.84	9.88	91.43	0.00	0.00	0.00	480	4376	45	0	7	18
20120117_www.inpharm.com_13cb4a94a2af912370425c72652866dde00b4a67607b08a8969f0da7	28.30	16.69	93.02	70.97	68.75	73.33	360	1797	27	11	5	4
20120117_www.montrealgazette.com_a43a527070bdc6c5e87cbade806685dd8f225e3b1768786102f89ad4	15.68	8.54	96.41	85.00	94.44	77.27	671	7189	25	17	1	5
20120112_www.reuters.com_9805087f9c2bdf6ce2cee7f755b2f88f80ac2b09d470bc6fefeb9954	10.05	5.32	91.52	66.67	58.82	76.92	313	5572	29	10	7	3
20120117_www.mirror.co.uk_33b2a6dd191f2233bfa3c1ef3a49c492b505832883d3050e1940961b	12.54	6.72	92.49	75.00	71.43	78.95	505	7006	41	15	6	4
20120117_www.sundaytimes.lk_2487e3d3adadb2a5b545433f20eda72bb6989b9ee1b9acace784c93c	51.49	35.05	97.01	90.91	100.00	83.33	778	1442	24	15	0	3
20120117_www.vancouversun.com_5c5c8a2b675997c08c964a232714b1e2815473e93bf43e12e25d2ecd	13.48	7.30	87.15	0.00	0.00	0.00	631	8009	93	0	23	25
20120117_www.nursingtimes.net_38b101d69b9c9cfe1e114d0559971d9c8902ae2648a37d32788f46eb	34.57	20.99	97.87	60.38	45.71	88.89	688	2589	15	16	19	2
20120117_www.montrealgazette.com_2fee9fc5139f4e58e87b3a396028a869f78356060e0141259c5839e8	5.88	3.04	86.89	0.00	0.00	0.00	232	7395	35	0	15	11
