file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20111121_www.we-dwoje.pl_012ae81383bf532a51947bbadd381c6ecd26f26034aedcd002eb0967	24.47	14.21	88.22	54.55	50.00	60.00	457	2760	61	3	3	2
20120106_wyborcza.pl_3dcaa2863c79ea77dcf61ac92e53b6e5b10631a8541e019a769d75f6	12.10	6.54	80.71	33.33	100.00	20.00	113	1615	27	1	0	4
20111121_www.we-dwoje.pl_21f717e183f110e349e1c9d9de7f8139686d52c9e9b7e2fde7c5a04a	19.15	10.70	90.94	28.57	50.00	20.00	311	2595	31	1	1	4
20120104_www.wprost.pl_e403cda319e9ed5a44d52cb5ad972b9fe31025d491c0eb8a852e4c14	3.91	2.00	92.31	54.55	50.00	60.00	156	7658	13	3	3	2
20120104_www.pb.pl_493c924d87c7b1606e49a203d6bce858ec5b6cdb399289c2ac8a6ec0	3.63	1.86	72.90	3.77	2.00	33.33	78	4110	29	2	98	4
20120106_wiadomosci.gazeta.pl_493cd398b5ea890813c44472a69970eb16c9b256eb8c2649f63c8396	8.28	4.36	83.17	0.00	0.00	0.00	173	3796	35	0	6	8
20120106_wiadomosci.gazeta.pl_6899fda4c15152d4c38a71a7397d69a4114203623746a1641c2f21b8	11.33	6.06	87.14	0.00	0.00	0.00	244	3784	36	0	6	9
20120104_www.se.pl_f45cbbd8935ea62a022a1fea46a892fcc4923d56a8b9de2b5cdf999d	21.71	12.38	88.08	6.67	12.50	4.55	532	3764	72	1	7	21
20120104_www.wprost.pl_a8aec2cd35e73ac6c25db4fcf20f1c69b06d31166f0594b86347b2ee	6.83	3.54	93.36	40.00	37.50	42.86	281	7646	20	3	5	4
20111207_www.we-dwoje.pl_faee6f55ba1fccafd811d0bf81491218fbcfb65ae54da2684bb08b90	11.73	6.31	83.82	28.57	50.00	20.00	171	2541	33	1	1	4
20120104_energetyka.wnp.pl_de7a5b66b6dcfad27ce31f85ebff935a83e553fac41b6189864e8660	2.88	1.46	86.01	0.00	0.00	0.00	123	8286	20	0	97	5
20111209_www.biolog.pl_694d8093af586fd66c79fe80e734d2de1ab064e2cbf3b75ae17b6969	35.91	22.90	83.12	6.67	5.56	8.33	458	1542	93	1	17	11
20111121_www.we-dwoje.pl_5f8a356d92a7613cf2dd5ff4321157c618efbe8e001dd639eba48013	7.46	4.24	30.84	12.50	50.00	7.14	128	2888	287	1	1	13
20111207_www.we-dwoje.pl_10563d87982bd7f87544fab5679f6b487fd4d6f203285f8e1a4453ca	16.48	9.13	84.69	66.67	75.00	60.00	260	2589	47	3	1	2
20120106_katowice.gazeta.pl_53fe4054505be6ea6b40a7d967f278ae921093eb2b145f54b778f180	18.12	10.04	92.89	0.00	0.00	0.00	405	3629	31	0	4	9
20111121_goodcontents.net_b620d443a4b5995eb339983e23c9b580085a5aac56bb25a65703c7c1	16.77	9.24	90.52	23.53	20.00	28.57	401	3938	42	2	8	5
